Oyun Adı,Fiyat,Oyun Türü,Dil Desteği,Geliştirici,Pegi,URL
Gnomes Garden 9: Lifeseeds Collector's Edition,₺206,"Macera, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/gnomes-garden-9-lifeseeds-collectors-edition-d6fae8
MIO: Memories in Orbit,₺1.000,"Kumanda Desteği, Platform, Aksiyon-Macera, Bulut Kayıtları, Bağımsız, Tek Oyunculu",,Douze Dizièmes,PEGI 7,https://store.epicgames.com/tr/p/mio-memories-in-orbit-e46c84
Cats Hidden Around the World,₺178,"Kumanda Desteği, Tek Oyunculu, Bağımsız, Basit Eğlence",,Travellin Cats,PEGI 3,https://store.epicgames.com/tr/p/cats-hidden-around-the-world-bd748a
Elven Rivers 2 New Horizons,₺206,"Macera, Tek Oyunculu, Basit Eğlence, Fantezi",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/elven-rivers-2-new-horizons-collectors-edition-ef7ae1
New Lands 2. Collector's Edition,₺206,"Simülasyon, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/new-lands-2-collectors-edition-c2f15c
Backrooms 1995 The Final Chapter,₺194,"Macera, Tek Oyunculu, Bağımsız, Korku",,LEMIOUTGAMES,PEGI 16,https://store.epicgames.com/tr/p/backrooms-1995-the-final-chapter-b8b341
World Wonders: Hidden Histories 3 Collector's Edition,₺206,"Bulmaca, Tek Oyunculu, Basit Eğlence, Macera",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/world-wonders-hidden-histories-3-collectors-edition-3e8c42
World Wonders: Hidden Histories 2 Collector's Edition,₺206,"Bulmaca, Tek Oyunculu, Basit Eğlence, Macera",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/world-wonders-hidden-histories-2-32fa90
Argonauts Agency 8: Ares Games,₺206,"Macera, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 7,https://store.epicgames.com/tr/p/argonauts-agency-8-29f828
RAGDORE,₺67,"Simülasyon, Tek Oyunculu, Bağımsız, Aksiyon",,GreenGoGames,PEGI 18,https://store.epicgames.com/tr/p/ragdore-877348
Bagarre,,"RYO, Rekabetçi, MMO, Aksiyon, Çapraz Platform, MOBA, Online Multiplayer",,Maxime Ege,PEGI 3,https://store.epicgames.com/tr/p/bagarre-c8119e
Lokko,,"Kumanda Desteği, Platform, Aksiyon, Tek Oyunculu, Yerel Çok Oyunculu, Çapraz Platform, Basit Eğlence",,Appy Monkeys Software Pvt. Ltd.,PEGI 3,https://store.epicgames.com/tr/p/lokko-51a40c
The teacher fell in love with me 2,"₺118,15","Simülasyon, RYO, Tek Oyunculu, Birinci Şahıs",,Thermae,PEGI 16,https://store.epicgames.com/tr/p/the-teacher-fell-in-love-with-me-2-474939
Blood Money: Lethal Eden,₺154,"Simülasyon, Tek Oyunculu, Birinci Şahıs, Hikaye Anlatımı",,Jade flame,PEGI 16,https://store.epicgames.com/tr/p/blood-money-lethal-eden-31d475
Cubic Odyssey,₺999,"RYO, Kumanda Desteği, Aksiyon-Macera, Eşli, Bulut Kayıtları, Açık Dünya, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,Atypical Games,PEGI 7,https://store.epicgames.com/tr/p/cubic-odyssey-e2d10d
Outflow,₺67,"Kumanda Desteği, Nişancı, Keşif, Bağımsız, Tek Oyunculu",,Horizonity,PEGI 12,https://store.epicgames.com/tr/p/outflow-7a9b73
Myth Finders Collector's Edition,₺206,"Bulmaca, Tek Oyunculu, Basit Eğlence, Macera",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/myth-finders-collectors-edition-e3d186
BrokenLore: UNFOLLOW,₺279,"Korku, Tek Oyunculu, Aksiyon, Macera",,Serafini Productions,PEGI 16,https://store.epicgames.com/tr/p/brokenlore-unfollow-5ebfc0
Edge of destruction,₺67,"Kumanda Desteği, Nişancı, Aksiyon-Macera, Bağımsız, Tek Oyunculu",,Morteza Ahmadi,PEGI 12,https://store.epicgames.com/tr/p/edge-of-destruction-2d33b7
Gem Fighter,,"Kumanda Desteği, Uzay, Rekabetçi, Nişancı, Rogue-lite, Tek Oyunculu",,HODLVERSE Inc,PEGI 18,https://store.epicgames.com/tr/p/gem-fighter-c706ec
Styx: Master of Shadows,₺279,"Tek Oyunculu, Gizlilik, Aksiyon-Macera, Fantezi",,Cyanide Studio,PEGI 16,https://store.epicgames.com/tr/p/styx-master-of-shadows-4d9ab3
Styx: Shards of Darkness - Deluxe Edition,₺279,"Tek Oyunculu, Gizlilik, Aksiyon-Macera, Fantezi",,Cyanide Studio,PEGI 16,https://store.epicgames.com/tr/p/styx-shards-of-darkness-77c030
"Ladies, Don't Tempt My Immortality",₺154,"Bulut Kayıtları, Tek Oyunculu, Birinci Şahıs, Basit Eğlence",,ZhengQiManMan Studio,PEGI 12,https://store.epicgames.com/tr/p/ldtmi-22b4da
Elven Rivers 6: Guardians of Hope Collector's Edition,"₺144,20","Simülasyon, Macera, Tek Oyunculu, Strateji",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/elven-rivers-6-3f3647
Mokens League: CHAMPS,,"Kumanda Desteği, Rekabetçi, Aksiyon, Online Multiplayer, Spor",,Monster League SL,PEGI 3,https://store.epicgames.com/tr/p/mokens-league-champs-db0388
"No, I'm not a Voenkom",₺15,"Korku, Tek Oyunculu, Bağımsız, Aksiyon",,Pine Games,PEGI 12,https://store.epicgames.com/tr/p/no-im-not-a-voenkom-17a035
The Night at Barrington's,₺419,"Simülasyon, Macera, Tek Oyunculu, Bağımsız",,TeamJJS,PEGI 16,https://store.epicgames.com/tr/p/the_night_at_barrington-ed47f4
Alek - The Lost Kingdom,₺149,"Hayatta Kalma, Açık Dünya, Tek Oyunculu, Şehir Kurma",,Jessy Lemieux,PEGI 3,https://store.epicgames.com/tr/p/alek-the-lost-kingdom-39e1d6
Mekkablood: Quarry Assault,₺139,"Kumanda Desteği, Nişancı, Bağımsız, Retro, Tek Oyunculu",,Krumb Games,PEGI 12,https://store.epicgames.com/tr/p/mekkablood-quarry-assault-5ea2b5
Vaporum: Lockdown,₺249,"RYO, Kumanda Desteği, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Zindan Tarayıcısı",,Fatbot Games,PEGI 12,https://store.epicgames.com/tr/p/vaporum-lockdown-0db88a
Vaporum,₺149,"RYO, Kumanda Desteği, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Zindan Tarayıcısı",,Fatbot Games,PEGI 12,https://store.epicgames.com/tr/p/vaporum-fb8842
Wand,,"RYO, Nişancı, Aksiyon-Macera, Tek Oyunculu, Çapraz Platform",,Wand,PEGI 3,https://store.epicgames.com/tr/p/wand-e31d12
Ghost Hunters Collector's Edition,₺206,"Macera, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/ghost-hunters-collectors-edition-df060e
New Lands 4: Legends of Tenkai Collector's Edition,₺206,"Simülasyon, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/new-lands-4-legends-of-tenkai-3c311d
Elven Rivers 5: Under Sea Collector's Edition,"₺144,20","Macera, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 7,https://store.epicgames.com/tr/p/elven-rivers-5-under-sea-2a5cc0
"Lynn , The Girl Drawn On Puzzles",₺61,"Bulmaca, Tek Oyunculu, Basit Eğlence",,DOTORIS,PEGI 3,https://store.epicgames.com/tr/p/lynn-d61495
Zombie Clown Trap,₺166,"Bulut Kayıtları, Tek Oyunculu, Bağımsız",,KimGOC,PEGI 18,https://store.epicgames.com/tr/p/zombie-clown-trap-ea223f
Five Hearts Under One Roof season2,₺349,"Simülasyon, Tek Oyunculu, Birinci Şahıs, Basit Eğlence",,STORYTACO,PEGI 12,https://store.epicgames.com/tr/p/five-hearts-under-one-roof-season2-60d3de
Extinct Forest,₺206,"Tek Oyunculu, Aksiyon-Macera, Aksiyon",,Systemfehler Entertainment TS,PEGI 16,https://store.epicgames.com/tr/p/extinct-forest-3ed7c3
PALGRAP,₺279,"Simülasyon, VR, Tek Oyunculu, Bağımsız",,Wünstel-Softwareentwicklung,PEGI 3,https://store.epicgames.com/tr/p/palgrap-87830a
Gnomes Garden 10: Black Stones Collector's Edition,"₺123,60","Macera, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/gnomes-garden-10-53dccb
Super Wash Simulator,₺15,"Simülasyon, Açık Dünya, Bağımsız, Tek Oyunculu",,"Yusuf Islam Seyhan, Samet Acar",PEGI 12,https://store.epicgames.com/tr/p/super-wash-simulator-05d44d
Bad Cheese,₺178,"Macera, Birinci Şahıs, Korku, Kumanda Desteği",,Simon Lukasik,PEGI 12,https://store.epicgames.com/tr/p/bad-cheese-4256d9
Extract Game,,"Simülasyon, RYO, Strateji, MMO, Online Multiplayer",,Final Pillar,PEGI 12,https://store.epicgames.com/tr/p/extract-game-740a77
The Promise Tree of Alden,₺55,"Tek Oyunculu, Hikaye Anlatımı, Keşif",,Tonguc Bodur,PEGI 3,https://store.epicgames.com/tr/p/the-promise-tree-of-alden-5f9ca2
The teacher fell in love with me,₺67,"RYO, Tek Oyunculu, Birinci Şahıs, Basit Eğlence",,Thermae,PEGI 16,https://store.epicgames.com/tr/p/the-teacher-fell-in-love-with-me-e0bd06
Elven Rivers 4: Raging Waves,₺206,"Macera, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/elven-rivers-4-raging-waves-13afda
Cultivation Magic World,"₺160,20","RYO, Macera, Tek Oyunculu, Fantezi",,DMG Studio,PEGI 3,https://store.epicgames.com/tr/p/cultivationmagicworld-dc50c9
Go To Sleep,₺95,"Kumanda Desteği, Tek Oyunculu, Bağımsız, Birinci Şahıs, Korku",,YuRo Games,PEGI 16,https://store.epicgames.com/tr/p/go-to-sleep-913181
Jack the Ripper: Hunter Clan,₺67,"Nişancı, Bağımsız, Aksiyon, Tek Oyunculu",,Plus Alpha Game Studio,PEGI 18,https://store.epicgames.com/tr/p/jack-the-ripper-hunter-clan-362c57
The Dark Heart of Balor,₺206,"RYO, Tek Oyunculu, Aksiyon-Macera, Platform",,"Game Artists, LLC",PEGI 16,https://store.epicgames.com/tr/p/the-dark-heart-of-balor-251ba9
Brawl Arena Shooter,₺15,"Nişancı, Aksiyon, Bağımsız, Tek Oyunculu, Online Multiplayer",,"Yusuf Islam Seyhan, Samet Acar",PEGI 3,https://store.epicgames.com/tr/p/brawl-arena-shooter-81457c
Tiny Lands 2,₺139,"Kumanda Desteği, Eşli, Bağımsız, Tek Oyunculu, Yerel Çok Oyunculu, Bulmaca, Basit Eğlence",,Hyper Three Studio,PEGI 3,https://store.epicgames.com/tr/p/tiny-lands-2-9248d9
Dark Life Excalibur,₺229,"Tek Oyunculu, Aksiyon-Macera, Bağımsız, Fantezi",,Zero Studios INC,,https://store.epicgames.com/tr/p/dark-life-excalibur-ed4c96
Crown of the Empire 3: Timeloop Collector's Edition,"₺144,20","Macera, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/crown-of-the-empire-3-timeloop-collectors-edition-9f9b65
Political Run: World Leaders,₺15,"Komedi, Bağımsız, Basit Eğlence, Tek Oyunculu",,"Yusuf Islam Seyhan, Samet Acar",PEGI 7,https://store.epicgames.com/tr/p/political-run-world-leaders-7e8e02
Wildgate,₺419,"Kumanda Desteği, Uzay, Rekabetçi, Nişancı, Aksiyon, Eşli, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,Moonshot Games,PEGI 12,https://store.epicgames.com/tr/p/wildgate-2e3419
W.A.N.T.E.D - WANTED The Game,₺559,"Kumanda Desteği, Online Multiplayer, Rekabetçi, Yarış, Aksiyon-Macera, Nişancı, Aksiyon, Keşif, Açık Dünya, Tek Oyunculu, Yerel Çok Oyunculu, Dövüş, Çapraz Platform, Macera, Birinci Şahıs",,Gaming Limited,PEGI 12,https://store.epicgames.com/tr/p/wanted-224ba2
Trine Enchanted Edition,₺206,"Kumanda Desteği, Online Multiplayer, Platform, Aksiyon-Macera, Eşli, Tek Oyunculu, Yerel Çok Oyunculu, Çapraz Platform, Bulmaca",,Frozenbyte,PEGI 12,https://store.epicgames.com/tr/p/trine-enchanted-edition-d1d59d
Trine 2: Complete Story,₺279,"Kumanda Desteği, Online Multiplayer, Platform, Aksiyon-Macera, Eşli, Tek Oyunculu, Yerel Çok Oyunculu, Çapraz Platform, Bulmaca",,Frozenbyte,PEGI 12,https://store.epicgames.com/tr/p/trine-2-complete-story-d7aa74
Trine 3: The Artifacts of Power,₺279,"Kumanda Desteği, Online Multiplayer, Platform, Aksiyon-Macera, Eşli, Tek Oyunculu, Yerel Çok Oyunculu, Çapraz Platform, Bulmaca",,Frozenbyte,PEGI 12,https://store.epicgames.com/tr/p/trine-3-the-artifacts-of-power-ce0121
Trine 4: Definitive Edition,₺489,"Kumanda Desteği, Online Multiplayer, Platform, Aksiyon-Macera, Eşli, Tek Oyunculu, Yerel Çok Oyunculu, Çapraz Platform, Bulmaca",,Frozenbyte,PEGI 12,https://store.epicgames.com/tr/p/trine-4-definitive-edition-89d5bd
Bult: Hunting Simulator,₺289,"Simülasyon, Açık Dünya, Nişancı, Tek Oyunculu",,Nordrise,PEGI 16,https://store.epicgames.com/tr/p/bult-e853d6
Emergency Crew 5: Blazing Vacation Collector's Edition,₺206,"Macera, Tek Oyunculu, Strateji, Basit Eğlence",,8floor ltd,PEGI 3,https://store.epicgames.com/tr/p/emergency-crew-5-41b6a5
Game Of Fate 3,₺599,"Simülasyon, Tek Oyunculu, Birinci Şahıs, Hikaye Anlatımı",,KARMAGAME HK LIMITED,PEGI 16,https://store.epicgames.com/tr/p/game-of-fate-b5d856
The Seven Enchantments,"₺55,60","Keşif, Bulut Kayıtları, Tek Oyunculu, Bağımsız, Korku",,Revolt Entertainment,PEGI 18,https://store.epicgames.com/tr/p/the-seven-enchantments-374db8
The Krampus Game,₺419,"Kumanda Desteği, Rekabetçi, Aksiyon-Macera, Keşif, Eşli, Tek Oyunculu, Çapraz Platform, Dövüş, Online Multiplayer",,Gaming Limited,PEGI 3,https://store.epicgames.com/tr/p/the-krampus-game-449b3b
Codename Medusa,₺139,"Tek Oyunculu, Aksiyon-Macera",,Davide Pinto,PEGI 18,https://store.epicgames.com/tr/p/codename-medusa-0fbebe
SunBlockers,₺27,"Hayatta Kalma, Tek Oyunculu, Bağımsız",,darkgoose4,PEGI 7,https://store.epicgames.com/tr/p/sunblockers-83e34a
Poly Plaza ULTIMATE,"₺13,40","RYO, Keşif, Bulut Kayıtları, Açık Dünya, Tek Oyunculu",,Victor Game Studio,PEGI 3,https://store.epicgames.com/tr/p/poly-plaza-ultimate-26e1a2
Bloodstained: Ritual of the Night,₺1.048,"RYO, Kumanda Desteği, Aksiyon-Macera, Eşli, Tek Oyunculu, Yerel Çok Oyunculu, Fantezi, Çapraz Platform, Online Multiplayer",,ArtPlay,PEGI 12,https://store.epicgames.com/tr/p/bloodstained-f3f575
Wild West Idle Saga,,"Çapraz Platform, Basit Eğlence, Rekabetçi",,Tamasenco,PEGI 3,https://store.epicgames.com/tr/p/wild-west-idle-saga-0d4e89
The Pedestrian,₺279,"Kumanda Desteği, Platform, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Bulmaca",,Skookum Arts,PEGI 7,https://store.epicgames.com/tr/p/the-pedestrian-fee4a3
DroneStone,,"Strateji, Rekabetçi, Kart Oyunu, Tek Oyunculu, Online Multiplayer",,Zapaz Labs,PEGI 3,https://store.epicgames.com/tr/p/dronestone-35a11d
Panic Room: Geçmişin Hayaletleri,₺1.745,"Bulmaca, Basit Eğlence, Çapraz Platform, Macera",,GameXP.com,PEGI 7,https://store.epicgames.com/tr/p/panic-room-ghosts-of-the-past-d15c34
Epic Cards Battle 3,,"Rekabetçi, Sıra Temelli Strateji, Kart Oyunu, Çapraz Platform, Fantezi, Online Multiplayer",,momoStorm Entertainment,PEGI 3,https://store.epicgames.com/tr/p/epic-cards-battle-3-f2f879
Five Nights In Saransk,₺15,"Hayatta Kalma, Tek Oyunculu, Bağımsız, Korku",,Pine Games,PEGI 12,https://store.epicgames.com/tr/p/five-nights-in-saransk-93ed56
Karanlık Yükseliş: Penguenler 2,₺40,"Platform, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Retro",,Bill Woo,PEGI 12,https://store.epicgames.com/tr/p/rise-of-the-penguins-2-penguins-dark-ascent-f7b0f1
Kaya's Prophecy,₺194,"Strateji, Kart Oyunu, Bulut Kayıtları, Tek Oyunculu, Basit Eğlence",,Jérémie & Thibaut,PEGI 7,https://store.epicgames.com/tr/p/kayas-prophecy-56bd90
Hoomanz!,₺67,"Kumanda Desteği, Aksiyon-Macera, Bulut Kayıtları, Tek Oyunculu, Gizlilik, Basit Eğlence",,Koffeecup,PEGI 3,https://store.epicgames.com/tr/p/hoomanz-c5c063
Fire Commander,₺83,"Simülasyon, Tek Oyunculu, Strateji",,Fire Commander,,https://store.epicgames.com/tr/p/fire-commander-996af2
nightreaper2,₺55,"Tek Oyunculu, Bağımsız, Korku",,DarkGoose4,PEGI 7,https://store.epicgames.com/tr/p/nightreaper2-bc3b86
Tales from The Dancing Moon,₺249,"RYO, Kumanda Desteği, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Macera",,DjMonkey,PEGI 12,https://store.epicgames.com/tr/p/tales-from-the-dancing-moon-8ee7c4
Stardash,₺79,"Bulut Kayıtları, Tek Oyunculu, Platform",,Orangepixel,PEGI 3,https://store.epicgames.com/tr/p/stardash-5480b2
Yooka-Replaylee,₺419,"Kumanda Desteği, Aksiyon, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Macera",,Playtonic Games,PEGI 7,https://store.epicgames.com/tr/p/yookareplaylee-5f2854
Total War: THREE KINGDOMS,₺2.499,"Strateji, Aksiyon, Eşli, Tek Oyunculu, Online Multiplayer",,Creative Assembly,PEGI 16,https://store.epicgames.com/tr/p/total-war-three-kingdoms-d3bb7a
KAKU: Ancient Seal,₺349,"RYO, Kumanda Desteği, Aksiyon-Macera, Bulut Kayıtları, Açık Dünya, Tek Oyunculu",,BINGOBELL,PEGI 12,https://store.epicgames.com/tr/p/kaku-ancient-seal-f0bbc9
Super-B,,"Online Multiplayer, Aksiyon-Macera",,Nimblebites,PEGI 18,https://store.epicgames.com/tr/p/superb-fd763c
Operation Safe Place Defense,,"Tek Oyunculu, Nişancı, Kule Savunması",,Vanguard Vision Studios,PEGI 12,https://store.epicgames.com/tr/p/operation-safe-place-tower-defense-9e023c
Gloomy Eyes,₺349,"Bulmaca, Tek Oyunculu, Aksiyon-Macera, Kumanda Desteği",,"Atlas V, Be Revolution Gaming, 3Dar, Fishing Cactus",PEGI 7,https://store.epicgames.com/tr/p/gloomy-eyes-b02b21
Aaero2: Black Razor Edition,"₺223,20","Kumanda Desteği, Rekabetçi, Nişancı, Eşli, Ritim, Tek Oyunculu, Yerel Çok Oyunculu, Online Multiplayer",,Mad Fellows,PEGI 7,https://store.epicgames.com/tr/p/aaero-2-0a57ce
Snake Core,₺79,"Aksiyon, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Basit Eğlence",,Orangepixel,PEGI 12,https://store.epicgames.com/tr/p/snake-core-4e5267
Glacier Trail: The Parkour Game,"₺79,99","Kumanda Desteği, Platform, Rekabetçi, Aksiyon, Açık Dünya, Tek Oyunculu",,Vault Games,PEGI 3,https://store.epicgames.com/tr/p/glacier-trail-the-parkour-game-2efa73
Kellan Graves: Fallen,"₺26,80","Nişancı, Bağımsız, Birinci Şahıs, Tek Oyunculu",,Adrenaline Games,PEGI 16,https://store.epicgames.com/tr/p/kellan-graves-fallen-978c70
YAKUZA: Shadows of New York,₺206,"Tek Oyunculu, Aksiyon, Dövüş",,magicpro.studio,PEGI 16,https://store.epicgames.com/tr/p/yakuza-shadows-of-new-york-8484ee
Hotseat Wagons 2,₺139,"Kumanda Desteği, Rekabetçi, Parti, Eşli, Bağımsız, Yerel Çok Oyunculu, Basit Eğlence",,Anti-Ded Gamedev,PEGI 7,https://store.epicgames.com/tr/p/sharedscreen-wagons-2-0dbfe0
Military Logistics Simulator,₺349,"Simülasyon, Kumanda Desteği, Eşli, Tek Oyunculu, Online Multiplayer",,Nano Games,PEGI 12,https://store.epicgames.com/tr/p/military-logistics-simulator-a6e52e
What is Older?,₺34,"Trivia, Kumanda Desteği, Parti, Tek Oyunculu, Basit Eğlence",,Source Byte Sp. z o.o.,PEGI 3,https://store.epicgames.com/tr/p/what-is-older-7eb059
Botany Manor,₺189,"Kumanda Desteği, Macera, Tek Oyunculu, Bağımsız, Bulmaca",,Balloon Studios,PEGI 3,https://store.epicgames.com/tr/p/botany-manor-e7c456
Brainrot Kart,₺27,"Kumanda Desteği, Rekabetçi, Yarış, Aksiyon, Eşli, Bağımsız, Online Multiplayer",,Skibidi Studios,PEGI 7,https://store.epicgames.com/tr/p/brainrot-kart-e4e71b
The Drama Queen,₺15,"Simülasyon, Bulut Kayıtları, Tek Oyunculu, Basit Eğlence",,wxdfc Studio,PEGI 3,https://store.epicgames.com/tr/p/the-drama-queen-f94fee
Outbreak Zero,"₺104,25","Hayatta Kalma, Kumanda Desteği, Aksiyon-Macera, Bulut Kayıtları, Bağımsız, Tek Oyunculu",,NEXT GENERATION GAMING,PEGI 18,https://store.epicgames.com/tr/p/outbreak-zero-c7f0ca
Christmas Wonderland 16 Collector's Edition,₺139,"Bulmaca, Tek Oyunculu, Basit Eğlence, Macera",,Casual Arts,PEGI 3,https://store.epicgames.com/tr/p/christmas-wonderland-16-collectors-edition-04d23a
Terminator 2D: NO FATE,₺419,"Kumanda Desteği, Platform, Nişancı, Aksiyon, Tek Oyunculu",,Bitmap Bureau,PEGI 16,https://store.epicgames.com/tr/p/terminator-2d-no-fate-e2e134
Rage Quit,,"Komedi, Tek Oyunculu, Birinci Şahıs, Aksiyon",,Vancouver Film School,PEGI 3,https://store.epicgames.com/tr/p/rage-quit-b7d6db
RuneQuest: Warlords,₺419,"Strateji, Sıra Temelli Strateji, Tek Oyunculu, Sıra Temelli, Online Multiplayer",,Virtuos,PEGI 16,https://store.epicgames.com/tr/p/runequest-warlords-f63541
Sir Questionnaire,₺79,"Keşif, Rogue-lite, Bulut Kayıtları, Tek Oyunculu, Zindan Tarayıcısı",,Orangepixel,PEGI 7,https://store.epicgames.com/tr/p/sir-questionnaire-aca9f8
Farm Manager World,₺279,"Simülasyon, Tek Oyunculu, Bağımsız, Şehir Kurma",,Cleversan Games,PEGI 3,https://store.epicgames.com/tr/p/farm-manager-world-7f827e
Hyper Echelon,₺178,"Kumanda Desteği, Uzay, Nişancı, Eşli, Tek Oyunculu, Retro, Yerel Çok Oyunculu",,GangoGames LLC,PEGI 7,https://store.epicgames.com/tr/p/hyper-echelon-2d23ff
We Were Here Too,₺139,"Kumanda Desteği, Online Multiplayer, Eşli, Macera, Bağımsız, Çapraz Platform, Bulmaca",,Total Mayhem Games,PEGI 7,https://store.epicgames.com/tr/p/we-were-here-too-635b67
Whole Armor,,"Hayatta Kalma, Trivia, Aksiyon-Macera, Bulut Kayıtları, Tek Oyunculu",,Peculiar Prodcutions,PEGI 12,https://store.epicgames.com/tr/p/whole-armor-1cc3ff
ENDLESS™ Legend 2,₺1.299,"RYO, Sıra Temelli Strateji, Bulut Kayıtları, Tek Oyunculu, Fantezi",,AMPLITUDE Studios,PEGI 12,https://store.epicgames.com/tr/p/endless-legend-2-2e2eb9
Storm Lancers,"₺139,50","Kumanda Desteği, Aksiyon-Macera, Eşli, Rogue-lite, Bulut Kayıtları, Tek Oyunculu, Yerel Çok Oyunculu, Fantezi",,ProbablyMonsters,PEGI 7,https://store.epicgames.com/tr/p/storm-lancers-5369a2
A Game About Digging A Hole,₺67,"Macera, Tek Oyunculu, Bağımsız, Keşif",,"DoubleBee, Mi'pu'mi Games",PEGI 7,https://store.epicgames.com/tr/p/a-game-about-digging-a-hole-e83baa
OTXO,₺206,"Kumanda Desteği, Nişancı, Aksiyon, Rogue-lite, Bulut Kayıtları, Tek Oyunculu",,Lateralis Heavy Industries,PEGI 16,https://store.epicgames.com/tr/p/otxo-396b8b
